"","face","suit","value","game","win","start"
"15376","4","H",4,4230,1,1
"15377","7","D",7,4230,1,1
"15378","10","S",10,4230,1,0
"15379","3","C",3,4231,1,1
"15380","2","C",2,4231,1,1
"15381","6","H",6,4231,1,0
"15382","Q","H",10,4231,1,0
"15383","2","C",2,4232,0,1
"15384","10","H",10,4232,0,1
"15385","2","H",2,4232,0,0
"15386","K","C",10,4232,0,0
"15387","K","C",10,4233,0,1
"15388","4","D",4,4233,0,1
"15389","6","D",6,4233,0,0
"15390","6","H",6,4233,0,0
"15391","4","D",4,4234,1,1
"15392","8","S",8,4234,1,1
"15393","6","D",6,4234,1,0
"15394","3","S",3,4234,1,0
"15395","3","S",3,4235,0,1
"15396","K","S",10,4235,0,1
"15397","J","D",10,4235,0,0
"15398","5","D",5,4236,0,1
"15399","J","H",10,4236,0,1
"15400","10","H",10,4236,0,0
"15401","8","S",8,4237,0,1
"15402","3","H",3,4237,0,1
"15403","5","C",5,4237,0,0
"15404","J","D",10,4237,0,0
"15405","7","D",7,4238,0,1
"15406","K","C",10,4238,0,1
"15407","9","C",9,4238,0,0
"15408","Q","H",10,4239,0,1
"15409","K","D",10,4239,0,1
"15410","3","S",3,4239,0,0
"15411","6","H",6,4240,0,1
"15412","J","D",10,4240,0,1
"15413","9","C",9,4240,0,0
"15414","3","C",3,4241,0,1
"15415","9","S",9,4241,0,1
"15416","6","H",6,4241,0,0
"15417","10","H",10,4241,0,0
"15418","7","D",7,4242,0,1
"15419","6","H",6,4242,0,1
"15420","Q","D",10,4242,0,0
"15421","4","D",4,4243,0,1
"15422","6","C",6,4243,0,1
"15423","10","H",10,4243,0,0
"15424","2","H",2,4243,0,0
"15425","Q","C",10,4244,0,1
"15426","7","C",7,4244,0,1
"15427","Q","H",10,4244,0,0
"15428","A","S",1,4245,0,1
"15429","7","S",7,4245,0,1
"15430","2","S",2,4245,0,0
"15431","8","S",8,4245,0,0
"15432","2","C",2,4245,0,0
"15433","9","H",9,4245,0,0
"15434","2","S",2,4246,0,1
"15435","7","S",7,4246,0,1
"15436","Q","H",10,4246,0,0
"15437","Q","C",10,4246,0,0
"15438","A","H",1,4247,1,1
"15439","Q","S",10,4247,1,1
"15440","K","H",10,4248,0,1
"15441","9","H",9,4248,0,1
"15442","5","H",5,4248,0,0
"15443","3","D",3,4249,0,1
"15444","10","S",10,4249,0,1
"15445","9","C",9,4249,0,0
"15446","5","H",5,4250,0,1
"15447","8","H",8,4250,0,1
"15448","9","D",9,4250,0,0
"15449","9","C",9,4251,0,1
"15450","K","S",10,4251,0,1
"15451","K","C",10,4251,0,0
"15452","10","C",10,4252,0,1
"15453","K","D",10,4252,0,1
"15454","9","H",9,4252,0,0
"15455","Q","H",10,4253,0,1
"15456","8","S",8,4253,0,1
"15457","4","S",4,4253,0,0
"15458","4","S",4,4254,0,1
"15459","5","S",5,4254,0,1
"15460","7","C",7,4254,0,0
"15461","7","D",7,4254,0,0
"15462","9","C",9,4255,0,1
"15463","Q","C",10,4255,0,1
"15464","3","H",3,4255,0,0
"15465","2","D",2,4256,1,1
"15466","K","H",10,4256,1,1
"15467","9","D",9,4256,1,0
"15468","8","H",8,4257,0,1
"15469","Q","H",10,4257,0,1
"15470","J","S",10,4257,0,0
"15471","A","H",1,4258,1,1
"15472","4","D",4,4258,1,1
"15473","6","C",6,4258,1,0
"15474","7","D",7,4259,0,1
"15475","2","C",2,4259,0,1
"15476","10","D",10,4259,0,0
"15477","9","D",9,4259,0,0
"15478","9","H",9,4260,0,1
"15479","J","C",10,4260,0,1
"15480","7","C",7,4260,0,0
"15481","2","H",2,4261,0,1
"15482","A","C",1,4261,0,1
"15483","6","S",6,4261,0,0
"15484","Q","C",10,4261,0,0
"15485","4","D",4,4261,0,0
"15486","9","C",9,4262,0,1
"15487","3","D",3,4262,0,1
"15488","J","C",10,4262,0,0
"15489","3","C",3,4263,0,1
"15490","9","D",9,4263,0,1
"15491","8","S",8,4263,0,0
"15492","5","C",5,4263,0,0
"15493","A","H",1,4264,1,1
"15494","K","H",10,4264,1,1
"15495","A","S",1,4265,0,1
"15496","3","H",3,4265,0,1
"15497","5","S",5,4265,0,0
"15498","Q","S",10,4265,0,0
"15499","9","S",9,4265,0,0
"15500","8","D",8,4266,0,1
"15501","5","S",5,4266,0,1
"15502","7","D",7,4266,0,0
"15503","J","C",10,4266,0,0
"15504","A","D",1,4267,0,1
"15505","4","C",4,4267,0,1
"15506","7","C",7,4267,0,0
"15507","7","S",7,4267,0,0
"15508","Q","C",10,4267,0,0
"15509","8","S",8,4268,1,1
"15510","4","D",4,4268,1,1
"15511","9","S",9,4268,1,0
"15512","5","S",5,4269,0,1
"15513","4","H",4,4269,0,1
"15514","4","D",4,4269,0,0
"15515","9","D",9,4269,0,0
"15516","J","S",10,4270,0,1
"15517","5","C",5,4270,0,1
"15518","3","S",3,4270,0,0
"15519","K","S",10,4270,0,0
"15520","Q","C",10,4271,0,1
"15521","Q","H",10,4271,0,1
"15522","10","D",10,4271,0,0
"15523","10","H",10,4272,0,1
"15524","5","C",5,4272,0,1
"15525","5","S",5,4272,0,0
"15526","K","C",10,4272,0,0
"15527","6","C",6,4273,0,1
"15528","3","H",3,4273,0,1
"15529","3","C",3,4273,0,0
"15530","7","S",7,4273,0,0
"15531","6","S",6,4273,0,0
"15532","3","H",3,4274,0,1
"15533","4","D",4,4274,0,1
"15534","6","C",6,4274,0,0
"15535","J","S",10,4274,0,0
"15536","9","H",9,4275,0,1
"15537","4","D",4,4275,0,1
"15538","3","S",3,4275,0,0
"15539","2","C",2,4275,0,0
"15540","7","D",7,4275,0,0
"15541","A","S",1,4276,0,1
"15542","3","S",3,4276,0,1
"15543","4","D",4,4276,0,0
"15544","7","C",7,4276,0,0
"15545","9","H",9,4276,0,0
"15546","Q","S",10,4277,0,1
"15547","K","H",10,4277,0,1
"15548","7","D",7,4277,0,0
"15549","5","D",5,4278,1,1
"15550","6","S",6,4278,1,1
"15551","K","S",10,4278,1,0
"15552","A","D",1,4279,1,1
"15553","Q","D",10,4279,1,1
"15554","7","C",7,4280,0,1
"15555","5","S",5,4280,0,1
"15556","7","D",7,4280,0,0
"15557","9","S",9,4280,0,0
"15558","2","S",2,4281,1,1
"15559","J","S",10,4281,1,1
"15560","8","S",8,4281,1,0
"15561","A","D",1,4281,1,0
"15562","7","S",7,4282,0,1
"15563","Q","D",10,4282,0,1
"15564","5","C",5,4282,0,0
"15565","9","S",9,4283,0,1
"15566","K","H",10,4283,0,1
"15567","3","C",3,4283,0,0
"15568","2","H",2,4284,0,1
"15569","J","D",10,4284,0,1
"15570","5","D",5,4284,0,0
"15571","9","S",9,4284,0,0
"15572","2","C",2,4285,0,1
"15573","Q","H",10,4285,0,1
"15574","6","D",6,4285,0,0
"15575","7","S",7,4285,0,0
"15576","4","C",4,4286,0,1
"15577","6","S",6,4286,0,1
"15578","9","D",9,4286,0,0
"15579","5","D",5,4286,0,0
"15580","2","H",2,4287,0,1
"15581","3","H",3,4287,0,1
"15582","5","H",5,4287,0,0
"15583","8","D",8,4287,0,0
"15584","J","D",10,4287,0,0
"15585","2","C",2,4288,1,1
"15586","7","C",7,4288,1,1
"15587","Q","D",10,4288,1,0
"15588","2","S",2,4288,1,0
"15589","9","S",9,4289,0,1
"15590","K","C",10,4289,0,1
"15591","6","D",6,4289,0,0
"15592","9","C",9,4290,0,1
"15593","6","D",6,4290,0,1
"15594","K","H",10,4290,0,0
"15595","J","D",10,4291,0,1
"15596","5","H",5,4291,0,1
"15597","4","D",4,4291,0,0
"15598","6","H",6,4291,0,0
"15599","3","C",3,4292,0,1
"15600","5","S",5,4292,0,1
"15601","9","D",9,4292,0,0
"15602","J","H",10,4292,0,0
"15603","9","S",9,4293,0,1
"15604","8","C",8,4293,0,1
"15605","9","H",9,4293,0,0
"15606","5","D",5,4294,0,1
"15607","5","H",5,4294,0,1
"15608","10","C",10,4294,0,0
"15609","4","C",4,4294,0,0
"15610","Q","C",10,4295,0,1
"15611","10","D",10,4295,0,1
"15612","7","H",7,4295,0,0
"15613","9","C",9,4296,0,1
"15614","3","D",3,4296,0,1
"15615","7","H",7,4296,0,0
"15616","J","C",10,4296,0,0
"15617","K","S",10,4297,0,1
"15618","3","H",3,4297,0,1
"15619","9","H",9,4297,0,0
"15620","A","H",1,4298,0,1
"15621","2","D",2,4298,0,1
"15622","2","C",2,4298,0,0
"15623","Q","C",10,4298,0,0
"15624","8","H",8,4298,0,0
"15625","5","S",5,4299,0,1
"15626","5","C",5,4299,0,1
"15627","7","S",7,4299,0,0
"15628","2","S",2,4299,0,0
"15629","9","H",9,4299,0,0
"15630","2","D",2,4300,0,1
"15631","2","C",2,4300,0,1
"15632","10","D",10,4300,0,0
"15633","9","D",9,4300,0,0
"15634","8","C",8,4301,0,1
"15635","8","S",8,4301,0,1
"15636","K","S",10,4301,0,0
"15637","3","S",3,4302,0,1
"15638","Q","C",10,4302,0,1
"15639","A","H",1,4302,0,0
"15640","10","C",10,4302,0,0
"15641","5","H",5,4303,1,1
"15642","Q","H",10,4303,1,1
"15643","6","H",6,4303,1,0
"15644","K","D",10,4304,0,1
"15645","J","C",10,4304,0,1
"15646","7","D",7,4304,0,0
"15647","A","D",1,4305,1,1
"15648","3","D",3,4305,1,1
"15649","3","S",3,4305,1,0
"15650","4","C",4,4305,1,0
"15651","J","S",10,4306,0,1
"15652","8","H",8,4306,0,1
"15653","4","H",4,4306,0,0
"15654","4","S",4,4307,1,1
"15655","7","D",7,4307,1,1
"15656","10","C",10,4307,1,0
"15657","2","S",2,4308,0,1
"15658","7","S",7,4308,0,1
"15659","A","C",1,4308,0,0
"15660","K","C",10,4308,0,0
"15661","K","S",10,4308,0,0
"15662","K","D",10,4309,1,1
"15663","8","S",8,4309,1,1
"15664","3","S",3,4309,1,0
"15665","9","D",9,4310,0,1
"15666","6","H",6,4310,0,1
"15667","8","C",8,4310,0,0
"15668","3","C",3,4311,0,1
"15669","9","S",9,4311,0,1
"15670","6","D",6,4311,0,0
"15671","5","S",5,4311,0,0
"15672","7","H",7,4312,1,1
"15673","10","C",10,4312,1,1
"15674","4","S",4,4312,1,0
"15675","2","H",2,4313,1,1
"15676","3","D",3,4313,1,1
"15677","5","D",5,4313,1,0
"15678","A","D",1,4313,1,0
"15679","10","D",10,4314,0,1
"15680","7","D",7,4314,0,1
"15681","A","S",1,4314,0,0
"15682","7","C",7,4314,0,0
"15683","7","D",7,4315,0,1
"15684","3","S",3,4315,0,1
"15685","8","D",8,4315,0,0
"15686","2","S",2,4315,0,0
"15687","4","H",4,4315,0,0
"15688","6","S",6,4316,0,1
"15689","9","C",9,4316,0,1
"15690","Q","D",10,4316,0,0
"15691","A","D",1,4317,1,1
"15692","3","S",3,4317,1,1
"15693","8","H",8,4317,1,0
"15694","2","D",2,4317,1,0
"15695","7","H",7,4317,1,0
"15696","J","H",10,4318,0,1
"15697","Q","S",10,4318,0,1
"15698","5","D",5,4318,0,0
"15699","6","S",6,4319,0,1
"15700","3","C",3,4319,0,1
"15701","6","H",6,4319,0,0
"15702","K","H",10,4319,0,0
"15703","5","C",5,4320,0,1
"15704","5","S",5,4320,0,1
"15705","2","S",2,4320,0,0
"15706","J","H",10,4320,0,0
"15707","Q","D",10,4321,0,1
"15708","7","C",7,4321,0,1
"15709","J","S",10,4321,0,0
"15710","4","H",4,4322,0,1
"15711","2","C",2,4322,0,1
"15712","9","H",9,4322,0,0
"15713","K","H",10,4322,0,0
"15714","6","H",6,4323,0,1
"15715","J","D",10,4323,0,1
"15716","Q","C",10,4323,0,0
"15717","3","H",3,4324,1,1
"15718","6","C",6,4324,1,1
"15719","2","C",2,4324,1,0
"15720","Q","H",10,4324,1,0
"15721","K","D",10,4325,0,1
"15722","7","D",7,4325,0,1
"15723","8","S",8,4325,0,0
"15724","2","H",2,4326,0,1
"15725","9","C",9,4326,0,1
"15726","9","S",9,4326,0,0
"15727","Q","D",10,4326,0,0
"15728","Q","D",10,4327,0,1
"15729","6","D",6,4327,0,1
"15730","3","C",3,4327,0,0
"15731","3","D",3,4327,0,0
"15732","4","S",4,4328,0,1
"15733","8","C",8,4328,0,1
"15734","4","D",4,4328,0,0
"15735","A","D",1,4328,0,0
"15736","10","C",10,4328,0,0
"15737","7","C",7,4329,0,1
"15738","2","C",2,4329,0,1
"15739","K","H",10,4329,0,0
"15740","7","D",7,4329,0,0
"15741","10","S",10,4330,0,1
"15742","K","D",10,4330,0,1
"15743","5","D",5,4330,0,0
"15744","10","D",10,4331,0,1
"15745","8","D",8,4331,0,1
"15746","4","D",4,4331,0,0
"15747","5","C",5,4332,0,1
"15748","4","C",4,4332,0,1
"15749","3","D",3,4332,0,0
"15750","6","C",6,4332,0,0
"15751","9","H",9,4332,0,0
"15752","K","C",10,4333,1,1
"15753","3","H",3,4333,1,1
"15754","4","C",4,4333,1,0
"15755","4","S",4,4333,1,0
"15756","Q","D",10,4334,0,1
"15757","9","D",9,4334,0,1
"15758","8","H",8,4334,0,0
"15759","6","H",6,4335,0,1
"15760","9","H",9,4335,0,1
"15761","2","S",2,4335,0,0
"15762","5","D",5,4335,0,0
"15763","10","D",10,4336,0,1
"15764","10","C",10,4336,0,1
"15765","2","H",2,4336,0,0
"15766","9","D",9,4337,0,1
"15767","10","S",10,4337,0,1
"15768","5","S",5,4337,0,0
"15769","2","H",2,4338,0,1
"15770","7","S",7,4338,0,1
"15771","J","D",10,4338,0,0
"15772","9","D",9,4338,0,0
"15773","A","D",1,4339,0,1
"15774","7","D",7,4339,0,1
"15775","J","C",10,4339,0,0
"15776","A","H",1,4339,0,0
"15777","10","C",10,4339,0,0
"15778","K","S",10,4340,0,1
"15779","8","S",8,4340,0,1
"15780","A","D",1,4340,0,0
"15781","9","D",9,4340,0,0
"15782","3","C",3,4341,0,1
"15783","4","D",4,4341,0,1
"15784","6","S",6,4341,0,0
"15785","K","C",10,4341,0,0
"15786","6","D",6,4342,0,1
"15787","4","C",4,4342,0,1
"15788","2","D",2,4342,0,0
"15789","5","D",5,4342,0,0
"15790","10","C",10,4342,0,0
"15791","9","C",9,4343,0,1
"15792","4","C",4,4343,0,1
"15793","6","H",6,4343,0,0
"15794","K","H",10,4343,0,0
"15795","K","H",10,4344,0,1
"15796","7","S",7,4344,0,1
"15797","3","C",3,4344,0,0
"15798","J","H",10,4344,0,0
"15799","4","D",4,4345,1,1
"15800","10","C",10,4345,1,1
"15801","A","H",1,4345,1,0
"15802","3","H",3,4345,1,0
"15803","3","S",3,4345,1,0
"15804","5","C",5,4346,0,1
"15805","3","D",3,4346,0,1
"15806","8","S",8,4346,0,0
"15807","2","C",2,4346,0,0
"15808","4","H",4,4346,0,0
"15809","4","C",4,4347,0,1
"15810","3","D",3,4347,0,1
"15811","5","H",5,4347,0,0
"15812","10","S",10,4347,0,0
"15813","J","H",10,4348,0,1
"15814","2","D",2,4348,0,1
"15815","8","H",8,4348,0,0
"15816","7","S",7,4348,0,0
"15817","5","H",5,4349,1,1
"15818","7","C",7,4349,1,1
"15819","9","S",9,4349,1,0
"15820","5","C",5,4350,0,1
"15821","10","C",10,4350,0,1
"15822","10","S",10,4350,0,0
"15823","K","C",10,4351,1,1
"15824","5","S",5,4351,1,1
"15825","6","S",6,4351,1,0
"15826","5","S",5,4352,0,1
"15827","8","C",8,4352,0,1
"15828","6","D",6,4352,0,0
"15829","3","C",3,4352,0,0
"15830","Q","H",10,4353,0,1
"15831","9","S",9,4353,0,1
"15832","Q","C",10,4353,0,0
"15833","6","S",6,4354,1,1
"15834","3","C",3,4354,1,1
"15835","7","D",7,4354,1,0
"15836","5","D",5,4354,1,0
"15837","A","D",1,4355,1,1
"15838","K","D",10,4355,1,1
"15839","5","S",5,4356,0,1
"15840","4","S",4,4356,0,1
"15841","3","S",3,4356,0,0
"15842","J","S",10,4356,0,0
"15843","Q","H",10,4357,0,1
"15844","3","S",3,4357,0,1
"15845","3","C",3,4357,0,0
"15846","8","H",8,4357,0,0
"15847","10","H",10,4358,0,1
"15848","J","H",10,4358,0,1
"15849","9","S",9,4358,0,0
"15850","8","S",8,4359,0,1
"15851","5","S",5,4359,0,1
"15852","4","D",4,4359,0,0
"15853","A","C",1,4359,0,0
"15854","4","H",4,4359,0,0
"15855","10","S",10,4360,0,1
"15856","2","D",2,4360,0,1
"15857","Q","S",10,4360,0,0
"15858","Q","D",10,4361,0,1
"15859","K","C",10,4361,0,1
"15860","4","D",4,4361,0,0
"15861","J","D",10,4362,0,1
"15862","6","S",6,4362,0,1
"15863","Q","S",10,4362,0,0
"15864","8","S",8,4363,0,1
"15865","4","S",4,4363,0,1
"15866","J","H",10,4363,0,0
"15867","5","C",5,4364,0,1
"15868","J","C",10,4364,0,1
"15869","9","C",9,4364,0,0
"15870","6","C",6,4365,0,1
"15871","9","S",9,4365,0,1
"15872","3","S",3,4365,0,0
"15873","K","D",10,4365,0,0
"15874","4","C",4,4366,0,1
"15875","5","D",5,4366,0,1
"15876","J","C",10,4366,0,0
"15877","K","H",10,4366,0,0
"15878","Q","S",10,4367,0,1
"15879","6","S",6,4367,0,1
"15880","J","D",10,4367,0,0
"15881","3","S",3,4368,0,1
"15882","8","S",8,4368,0,1
"15883","2","H",2,4368,0,0
"15884","J","S",10,4368,0,0
"15885","K","C",10,4369,0,1
"15886","J","D",10,4369,0,1
"15887","2","S",2,4369,0,0
"15888","2","S",2,4370,0,1
"15889","4","S",4,4370,0,1
"15890","A","H",1,4370,0,0
"15891","K","D",10,4370,0,0
"15892","A","C",1,4370,0,0
"15893","6","H",6,4370,0,0
"15894","8","D",8,4371,0,1
"15895","K","S",10,4371,0,1
"15896","A","S",1,4371,0,0
"15897","K","H",10,4371,0,0
"15898","Q","S",10,4372,1,1
"15899","A","C",1,4372,1,1
"15900","K","S",10,4373,0,1
"15901","8","D",8,4373,0,1
"15902","5","C",5,4373,0,0
"15903","5","C",5,4374,0,1
"15904","2","C",2,4374,0,1
"15905","A","H",1,4374,0,0
"15906","4","C",4,4374,0,0
"15907","A","D",1,4374,0,0
"15908","10","S",10,4374,0,0
"15909","10","D",10,4375,0,1
"15910","3","D",3,4375,0,1
"15911","10","H",10,4375,0,0
"15912","J","H",10,4376,0,1
"15913","6","S",6,4376,0,1
"15914","K","D",10,4376,0,0
"15915","J","C",10,4377,0,1
"15916","Q","C",10,4377,0,1
"15917","7","H",7,4377,0,0
"15918","5","S",5,4378,0,1
"15919","7","S",7,4378,0,1
"15920","Q","H",10,4378,0,0
"15921","8","S",8,4379,0,1
"15922","A","C",1,4379,0,1
"15923","7","C",7,4379,0,0
"15924","4","D",4,4379,0,0
"15925","6","D",6,4379,0,0
"15926","6","D",6,4380,0,1
"15927","3","C",3,4380,0,1
"15928","5","C",5,4380,0,0
"15929","2","H",2,4380,0,0
"15930","K","C",10,4380,0,0
"15931","8","C",8,4381,0,1
"15932","2","H",2,4381,0,1
"15933","5","D",5,4381,0,0
"15934","10","C",10,4381,0,0
"15935","A","D",1,4382,1,1
"15936","J","S",10,4382,1,1
"15937","J","H",10,4383,0,1
"15938","Q","D",10,4383,0,1
"15939","6","C",6,4383,0,0
"15940","K","S",10,4384,0,1
"15941","9","H",9,4384,0,1
"15942","6","D",6,4384,0,0
"15943","7","D",7,4385,0,1
"15944","4","S",4,4385,0,1
"15945","2","S",2,4385,0,0
"15946","A","C",1,4385,0,0
"15947","J","H",10,4385,0,0
"15948","4","C",4,4386,0,1
"15949","J","C",10,4386,0,1
"15950","10","S",10,4386,0,0
"15951","Q","C",10,4387,0,1
"15952","10","H",10,4387,0,1
"15953","J","H",10,4387,0,0
"15954","A","C",1,4388,1,1
"15955","K","H",10,4388,1,1
"15956","4","C",4,4389,0,1
"15957","Q","S",10,4389,0,1
"15958","5","S",5,4389,0,0
"15959","J","H",10,4389,0,0
"15960","Q","C",10,4390,1,1
"15961","K","D",10,4390,1,1
"15962","A","C",1,4390,1,0
"15963","5","S",5,4391,0,1
"15964","Q","C",10,4391,0,1
"15965","K","C",10,4391,0,0
"15966","K","D",10,4392,1,1
"15967","A","D",1,4392,1,1
"15968","9","C",9,4393,0,1
"15969","4","S",4,4393,0,1
"15970","5","S",5,4393,0,0
"15971","Q","H",10,4393,0,0
"15972","8","D",8,4394,0,1
"15973","8","S",8,4394,0,1
"15974","6","H",6,4394,0,0
"15975","2","D",2,4395,0,1
"15976","9","H",9,4395,0,1
"15977","7","H",7,4395,0,0
"15978","8","H",8,4395,0,0
"15979","K","H",10,4396,0,1
"15980","Q","C",10,4396,0,1
"15981","K","S",10,4396,0,0
"15982","A","H",1,4397,1,1
"15983","Q","D",10,4397,1,1
"15984","Q","S",10,4398,1,1
"15985","5","D",5,4398,1,1
"15986","A","C",1,4398,1,0
"15987","2","D",2,4398,1,0
"15988","3","C",3,4398,1,0
"15989","K","S",10,4399,0,1
"15990","J","D",10,4399,0,1
"15991","5","C",5,4399,0,0
"15992","7","D",7,4400,0,1
"15993","Q","S",10,4400,0,1
"15994","6","C",6,4400,0,0
"15995","3","D",3,4401,0,1
"15996","Q","H",10,4401,0,1
"15997","4","D",4,4401,0,0
"15998","K","C",10,4401,0,0
"15999","5","D",5,4402,0,1
"16000","5","S",5,4402,0,1
"16001","7","S",7,4402,0,0
"16002","A","C",1,4402,0,0
"16003","Q","C",10,4402,0,0
"16004","10","C",10,4403,0,1
"16005","5","H",5,4403,0,1
"16006","K","S",10,4403,0,0
"16007","4","D",4,4404,0,1
"16008","2","H",2,4404,0,1
"16009","10","H",10,4404,0,0
"16010","Q","S",10,4404,0,0
"16011","5","C",5,4405,0,1
"16012","3","C",3,4405,0,1
"16013","8","C",8,4405,0,0
"16014","9","C",9,4405,0,0
"16015","3","D",3,4406,0,1
"16016","9","D",9,4406,0,1
"16017","Q","C",10,4406,0,0
"16018","6","C",6,4407,0,1
"16019","K","H",10,4407,0,1
"16020","10","S",10,4407,0,0
"16021","4","H",4,4408,0,1
"16022","K","S",10,4408,0,1
"16023","6","H",6,4408,0,0
"16024","K","D",10,4408,0,0
"16025","8","S",8,4409,0,1
"16026","10","D",10,4409,0,1
"16027","6","S",6,4409,0,0
"16028","10","D",10,4410,0,1
"16029","Q","D",10,4410,0,1
"16030","3","S",3,4410,0,0
"16031","10","H",10,4411,0,1
"16032","5","S",5,4411,0,1
"16033","2","H",2,4411,0,0
"16034","10","S",10,4411,0,0
"16035","5","C",5,4412,0,1
"16036","6","D",6,4412,0,1
"16037","9","S",9,4412,0,0
"16038","10","C",10,4412,0,0
"16039","3","S",3,4413,0,1
"16040","Q","C",10,4413,0,1
"16041","7","H",7,4413,0,0
"16042","9","H",9,4413,0,0
"16043","2","D",2,4414,0,1
"16044","10","S",10,4414,0,1
"16045","K","S",10,4414,0,0
"16046","5","C",5,4415,1,1
"16047","3","H",3,4415,1,1
"16048","10","H",10,4415,1,0
"16049","3","S",3,4415,1,0
"16050","7","D",7,4416,0,1
"16051","6","S",6,4416,0,1
"16052","10","C",10,4416,0,0
"16053","2","D",2,4417,0,1
"16054","J","C",10,4417,0,1
"16055","7","C",7,4417,0,0
"16056","5","D",5,4417,0,0
"16057","Q","H",10,4418,0,1
"16058","5","C",5,4418,0,1
"16059","7","S",7,4418,0,0
"16060","10","D",10,4419,0,1
"16061","7","H",7,4419,0,1
"16062","6","S",6,4419,0,0
"16063","Q","D",10,4420,0,1
"16064","7","H",7,4420,0,1
"16065","A","H",1,4420,0,0
"16066","10","C",10,4420,0,0
"16067","3","C",3,4421,0,1
"16068","2","H",2,4421,0,1
"16069","2","S",2,4421,0,0
"16070","Q","C",10,4421,0,0
"16071","10","H",10,4421,0,0
"16072","3","D",3,4422,0,1
"16073","5","D",5,4422,0,1
"16074","K","H",10,4422,0,0
"16075","J","H",10,4422,0,0
"16076","K","D",10,4423,0,1
"16077","8","D",8,4423,0,1
"16078","Q","D",10,4423,0,0
"16079","2","H",2,4424,0,1
"16080","6","D",6,4424,0,1
"16081","9","S",9,4424,0,0
"16082","A","S",1,4424,0,0
"16083","10","D",10,4424,0,0
"16084","7","C",7,4425,0,1
"16085","Q","C",10,4425,0,1
"16086","3","H",3,4425,0,0
"16087","2","H",2,4425,0,0
"16088","10","D",10,4426,0,1
"16089","Q","C",10,4426,0,1
"16090","J","S",10,4426,0,0
"16091","K","C",10,4427,0,1
"16092","3","S",3,4427,0,1
"16093","K","S",10,4427,0,0
"16094","7","D",7,4428,0,1
"16095","3","C",3,4428,0,1
"16096","Q","D",10,4428,0,0
"16097","7","C",7,4428,0,0
"16098","9","C",9,4429,0,1
"16099","3","C",3,4429,0,1
"16100","Q","H",10,4429,0,0
"16101","7","H",7,4430,0,1
"16102","2","D",2,4430,0,1
"16103","9","C",9,4430,0,0
"16104","8","C",8,4430,0,0
"16105","7","D",7,4431,0,1
"16106","8","D",8,4431,0,1
"16107","2","D",2,4431,0,0
"16108","7","C",7,4431,0,0
"16109","6","H",6,4432,0,1
"16110","4","H",4,4432,0,1
"16111","5","S",5,4432,0,0
"16112","7","C",7,4432,0,0
"16113","10","D",10,4433,0,1
"16114","2","D",2,4433,0,1
"16115","J","S",10,4433,0,0
"16116","6","C",6,4434,0,1
"16117","2","D",2,4434,0,1
"16118","7","C",7,4434,0,0
"16119","7","H",7,4434,0,0
"16120","K","C",10,4435,0,1
"16121","J","C",10,4435,0,1
"16122","5","H",5,4435,0,0
"16123","7","D",7,4436,0,1
"16124","9","S",9,4436,0,1
"16125","3","H",3,4436,0,0
"16126","10","H",10,4436,0,0
"16127","3","C",3,4437,1,1
"16128","6","D",6,4437,1,1
"16129","2","S",2,4437,1,0
"16130","J","H",10,4437,1,0
"16131","10","S",10,4438,0,1
"16132","Q","S",10,4438,0,1
"16133","8","C",8,4438,0,0
"16134","6","H",6,4439,0,1
"16135","5","H",5,4439,0,1
"16136","3","S",3,4439,0,0
"16137","6","C",6,4439,0,0
"16138","J","D",10,4439,0,0
"16139","5","C",5,4440,0,1
"16140","4","H",4,4440,0,1
"16141","K","C",10,4440,0,0
"16142","5","S",5,4440,0,0
"16143","6","D",6,4441,0,1
"16144","10","S",10,4441,0,1
"16145","4","S",4,4441,0,0
"16146","9","H",9,4441,0,0
"16147","2","D",2,4442,0,1
"16148","2","H",2,4442,0,1
"16149","3","S",3,4442,0,0
"16150","J","H",10,4442,0,0
"16151","8","D",8,4442,0,0
"16152","6","S",6,4443,0,1
"16153","J","S",10,4443,0,1
"16154","A","D",1,4443,0,0
"16155","10","C",10,4443,0,0
"16156","9","S",9,4444,0,1
"16157","3","D",3,4444,0,1
"16158","K","C",10,4444,0,0
"16159","6","D",6,4445,0,1
"16160","7","D",7,4445,0,1
"16161","7","C",7,4445,0,0
"16162","10","H",10,4445,0,0
"16163","9","C",9,4446,1,1
"16164","4","H",4,4446,1,1
"16165","8","D",8,4446,1,0
"16166","2","D",2,4447,1,1
"16167","8","S",8,4447,1,1
"16168","9","S",9,4447,1,0
"16169","2","H",2,4447,1,0
"16170","9","H",9,4448,0,1
"16171","9","S",9,4448,0,1
"16172","6","C",6,4448,0,0
"16173","4","S",4,4449,0,1
"16174","2","S",2,4449,0,1
"16175","2","C",2,4449,0,0
"16176","5","C",5,4449,0,0
"16177","3","C",3,4449,0,0
"16178","A","C",1,4449,0,0
"16179","J","C",10,4449,0,0
"16180","7","S",7,4450,0,1
"16181","2","D",2,4450,0,1
"16182","9","D",9,4450,0,0
"16183","A","H",1,4450,0,0
"16184","J","H",10,4450,0,0
"16185","9","H",9,4451,0,1
"16186","2","H",2,4451,0,1
"16187","6","D",6,4451,0,0
"16188","J","H",10,4451,0,0
"16189","9","S",9,4452,0,1
"16190","6","C",6,4452,0,1
"16191","2","S",2,4452,0,0
"16192","J","D",10,4452,0,0
"16193","K","D",10,4453,0,1
